customer_key,customer_name,industry,vertical,address,city,county,postcode
497,Ana Flores Carrasco,Residential,Residential,Psje. Los Alamos 2091,"San Isidro, Lima",Lima,86934
498,Pedro Nunez Benavides,Residential,Residential,Av. Grau 1701,"Cayma, Arequipa",Arequipa,57967
499,Silvia Rodriguez Sanchez,Residential,Residential,Calle Independencia 3001,"Centro, Chiclayo",Lambayeque,26494
500,Marco Caceres Flores,Residential,Residential,Calle San Martin 3472,"Pimentel, Chiclayo",Lambayeque,85110
501,Eduardo Paredes Delgado,Residential,Residential,Jr. 28 de Julio 1399,"Centro, Cajamarca",Cajamarca,20203
502,Stracon,Construction,SMB,Psje. Los Jazmines 1663,"Parcona, Ica",Ica,76115
503,Silvia Miranda Castro,Residential,Residential,Psje. Wilson 284,"Carmen de la Legua, Callao",Callao,40674
504,Roberto Gonzalez Sanchez,Residential,Residential,Av. Javier Prado 413,"Belen, Iquitos",Loreto,82779
505,Ximena Lopez Quispe,Residential,Residential,Psje. Abancay 1026,"Jesus Maria, Lima",Lima,52092
506,Inca Kola,Food & Beverage,SMB,Av. Las Orquideas 3108,"La Punta, Callao",Callao,60535
507,Mariela Hernandez Ortiz,Residential,Residential,Psje. San Martin 1309,"Centro, Chimbote",Ancash,79252
508,Oscar Ramos Gutierrez,Residential,Residential,Calle San Martin 2687,"El Tambo, Huancayo",Junin,54758
509,Carmen Diaz Gutierrez,Residential,Residential,Av. Bolognesi 2139,"Hunter, Arequipa",Arequipa,39501
510,Rodrigo Morales Sanchez,Residential,Residential,Jr. Bolognesi 3196,"La Victoria, Chiclayo",Lambayeque,56618
511,Gisela Torres Gonzalez,Residential,Residential,Calle Emancipacion 1177,"Santiago, Cusco",Cusco,18371
512,Lucia Fernandez Mendoza,Residential,Residential,Calle Las Begonias 2929,"Wanchaq, Cusco",Cusco,89251
513,Natalia Paredes Cordova,Residential,Residential,Av. Conquistadores 3445,"Barranco, Lima",Lima,13843
514,Rocio Gomez Soto,Residential,Residential,Jr. Emancipacion 1088,"Jose Luis Bustamante y Rivero, Arequipa",Arequipa,82283
515,Milagros Rojas Perez,Residential,Residential,Jr. Emancipacion 188,"Nuevo Chimbote, Chimbote",Ancash,40069
516,Daniel Herrera Romero,Residential,Residential,Av. Libertad 3129,"El Tambo, Huancayo",Junin,64386
517,Carolina Mamani Romero,Residential,Residential,Prol. La Marina 2091,"Moche, Trujillo",La Libertad,68442
518,Elizabeth Delgado Salazar,Residential,Residential,Av. Bolognesi 2715,"Los Olivos, Lima",Lima,50829
519,Marco Delgado Gonzalez,Residential,Residential,Calle Las Gardenias 2987,"Magdalena, Lima",Lima,27250
520,Julio Aguilar Silva,Residential,Residential,Jr. Puno 2510,"Centro, Chiclayo",Lambayeque,81828
521,Luz Villegas Rodriguez,Residential,Residential,Prol. Ica 2378,"Cerro Colorado, Arequipa",Arequipa,66839
522,Carmen Ramos Garcia,Residential,Residential,Calle La Encalada 1749,"Saylla, Cusco",Cusco,97778
523,Carolina Jimenez Quispe,Residential,Residential,Prol. La Encalada 709,"La Esperanza, Trujillo",La Libertad,18549
524,Mapfre Peru,Insurance,SMB,Prol. Santa Cruz 2291,"San Sebastian, Cusco",Cusco,79593
525,Antonio Nunez Flores,Residential,Residential,Prol. Los Jazmines 3228,"Subtanjalla, Ica",Ica,97801
526,Pablo Castillo Cordova,Residential,Residential,Jr. Puno 1117,"Castilla, Piura",Piura,70503
527,Elizabeth Delgado Diaz,Residential,Residential,Psje. Los Pinos 1772,"Comas, Lima",Lima,34897
528,Alejandro Vasquez Perez,Residential,Residential,Psje. Reducto 1481,"San Juan Bautista, Iquitos",Loreto,51585
529,Rocio Garcia Huaman,Residential,Residential,Av. Emancipacion 3236,"La Perla, Callao",Callao,74152
530,Manuel Fernandez Palacios,Residential,Residential,Jr. La Marina 957,"Belen, Iquitos",Loreto,81862
531,Gisela Nunez Ponce,Residential,Residential,Prol. Santa Cruz 2197,"Nuevo Chimbote, Chimbote",Ancash,71553
532,Unilever Peru,Food & Beverage,SMB,Prol. Los Eucaliptos 1122,"Miraflores, Lima",Lima,17739
533,Hector Martinez Arias,Residential,Residential,Prol. Colonial 1510,"Los Aquijes, Ica",Ica,98415
534,Marco Quispe Alvarez,Residential,Residential,Calle Conquistadores 2218,"Paucarpata, Arequipa",Arequipa,67877
535,Cesar Hernandez Alvarez,Residential,Residential,Av. Emancipacion 1939,"La Perla, Callao",Callao,94733
536,Patricia Quispe Palacios,Residential,Residential,Psje. Independencia 261,"Ventanilla, Callao",Callao,63654
537,Sandra Gutierrez Vera,Residential,Residential,Prol. Arequipa 2769,"Subtanjalla, Ica",Ica,98124
538,Karina Zarate Jimenez,Residential,Residential,Jr. La Marina 2459,"Santa Rosa, Chiclayo",Lambayeque,80796
539,Hidrandina,Energy,Enterprise,Jr. Arequipa 706,"Santa Rosa, Chiclayo",Lambayeque,27040
540,Milagros Vega Silva,Residential,Residential,Av. Reducto 2652,"Surco, Lima",Lima,36244
541,Raul Perez Gomez,Residential,Residential,Psje. Los Cedros 2174,"San Miguel, Lima",Lima,51963
542,Ricardo Rojas Sanchez,Residential,Residential,Av. Universitaria 3302,"Centro, Piura",Piura,43488
543,Mario Benavides Gutierrez,Residential,Residential,Av. San Martin 2368,"Jesus, Cajamarca",Cajamarca,35956
544,Oscar Torres Vega,Residential,Residential,Jr. Brasil 1365,"Coishco, Chimbote",Ancash,17277
545,Manuel Romero Chavez,Residential,Residential,Psje. Reducto 1799,"San Sebastian, Cusco",Cusco,12825
546,Julio Paredes Ruiz,Residential,Residential,Jr. Caminos del Inca 1910,"La Molina, Lima",Lima,11542
547,Sandra Torres Jimenez,Residential,Residential,Av. Reducto 384,"Coishco, Chimbote",Ancash,65297
548,Jose Gomez Alvarez,Residential,Residential,Prol. Javier Prado 734,"Coishco, Chimbote",Ancash,85800
549,Plaza Vea,Retail,Enterprise,Av. Las Orquideas 1497,"La Punta, Callao",Callao,59127
550,Movistar Peru,Telecommunications,Enterprise,Av. Independencia 1682,"Castilla, Piura",Piura,98414
551,Valeria Rodriguez Nunez,Residential,Residential,Jr. Independencia 1644,"Centro, Cajamarca",Cajamarca,41331
552,Katherine Vega Ramirez,Residential,Residential,Prol. Arequipa 736,"Parcona, Ica",Ica,32918
553,Diego Fernandez Vera,Residential,Residential,Av. Colonial 871,"San Sebastian, Cusco",Cusco,40494
554,Ricardo Lopez Gutierrez,Residential,Residential,Psje. Colonial 2649,"Pimentel, Chiclayo",Lambayeque,16057
555,PUCP,Education,SMB,Av. Libertad 2151,"Jose Leonardo Ortiz, Chiclayo",Lambayeque,20925
556,Carmen Huaman Vega,Residential,Residential,Av. San Martin 3166,"Chilca, Huancayo",Junin,24532
557,Jorge Valenzuela Perez,Residential,Residential,Calle Los Eucaliptos 2120,"Banos del Inca, Cajamarca",Cajamarca,63019
558,Alberto Castro Ortiz,Residential,Residential,Jr. Caminos del Inca 2625,"La Esperanza, Trujillo",La Libertad,12032
559,Pablo Medina Paredes,Residential,Residential,Av. Ayacucho 2927,"La Victoria, Chiclayo",Lambayeque,88350
560,Alberto Ruiz Nunez,Residential,Residential,Av. Universitaria 3365,"Santiago, Cusco",Cusco,75409
561,Fernando Alvarez Nunez,Residential,Residential,Jr. Cusco 416,"Hunter, Arequipa",Arequipa,32635
562,Andres Vargas Mendoza,Residential,Residential,Prol. Emancipacion 2314,"Moche, Trujillo",La Libertad,40282
563,Municipalidad de San Isidro,Government,Government,Av. San Martin 369,"Parcona, Ica",Ica,56073
564,Manuel Reyes Carrasco,Residential,Residential,Calle Primavera 1533,"Centro, Iquitos",Loreto,22933
565,Luis Jimenez Vargas,Residential,Residential,Av. Los Eucaliptos 853,"Centro Historico, Cusco",Cusco,10863
566,Fernanda Rivera Paredes,Residential,Residential,Calle San Martin 1398,"La Esperanza, Trujillo",La Libertad,69442
567,Gabriela Torres Vera,Residential,Residential,Jr. Libertad 3309,"Huanchaco, Trujillo",La Libertad,60686
568,Mario Lopez Romero,Residential,Residential,Av. Las Begonias 872,"La Victoria, Chiclayo",Lambayeque,99390
569,Diego Huaman Rivera,Residential,Residential,Calle Primavera 1500,"Subtanjalla, Ica",Ica,81259
570,Interbank,Banking,Enterprise,Av. Los Jazmines 1890,"Pilcomayo, Huancayo",Junin,76515
571,Pilar Chavez Vargas,Residential,Residential,Prol. Universitaria 195,"Pimentel, Chiclayo",Lambayeque,12322
572,Hugo Zarate Gutierrez,Residential,Residential,Av. Benavides 2408,"Jesus, Cajamarca",Cajamarca,77522
573,Carla Paredes Vera,Residential,Residential,Calle Comandante Espinar 1699,"Centro, Huancayo",Junin,23425
574,Municipalidad de Arequipa,Government,Government,Psje. Las Orquideas 549,"El Porvenir, Trujillo",La Libertad,60594
575,Cesar Morales Cordova,Residential,Residential,Prol. La Marina 1346,"Huanchaco, Trujillo",La Libertad,85021
576,Veronica Chavez Martinez,Residential,Residential,Prol. Grau 1239,"San Sebastian, Cusco",Cusco,43634
577,Alfredo Huaman Rivera,Residential,Residential,Jr. Conquistadores 2993,"Nuevo Chimbote, Chimbote",Ancash,29634
578,Banco Pichincha,Banking,Enterprise,Calle La Encalada 1605,"Banos del Inca, Cajamarca",Cajamarca,25894
579,Daniel Garcia Soto,Residential,Residential,Prol. Libertad 3010,"Centro, Chiclayo",Lambayeque,11764
580,Enrique Ortiz Vargas,Residential,Residential,Calle Grau 809,"San Juan Bautista, Iquitos",Loreto,16617
581,USIL,Education,Enterprise,Prol. Larco 2072,"Nuevo Chimbote, Chimbote",Ancash,16614
582,Roberto Ruiz Campos,Residential,Residential,Psje. Conquistadores 972,"Cercado, Arequipa",Arequipa,28585
583,Natalia Vasquez Ramirez,Residential,Residential,Psje. La Marina 1070,"26 de Octubre, Piura",Piura,14703
584,Carla Rivera Castro,Residential,Residential,Prol. Las Gardenias 3025,"Centro, Chiclayo",Lambayeque,89831
585,Rosario Rivera Quispe,Residential,Residential,Jr. Comandante Espinar 319,"Centro, Trujillo",La Libertad,20982
586,Carla Salazar Mendoza,Residential,Residential,Calle Los Pinos 305,"Centro, Iquitos",Loreto,70986
587,Manuel Ramirez Vega,Residential,Residential,Prol. Las Gardenias 531,"Coishco, Chimbote",Ancash,20130
588,Pedro Diaz Zarate,Residential,Residential,Psje. Bolognesi 3375,"Nuevo Chimbote, Chimbote",Ancash,19724
589,Elizabeth Vera Perez,Residential,Residential,Psje. San Martin 1172,"Centro Historico, Cusco",Cusco,60485
590,Alejandro Reyes Rojas,Residential,Residential,Av. Colonial 1405,"Los Aquijes, Ica",Ica,54917
591,Rocio Medina Ruiz,Residential,Residential,Av. Tacna 1831,"Victor Larco Herrera, Trujillo",La Libertad,10307
592,Patricia Lopez Medina,Residential,Residential,Jr. Los Alamos 302,"Centro, Ica",Ica,43009
593,Antonio Hernandez Rodriguez,Residential,Residential,Jr. Huancavelica 392,"Jose Leonardo Ortiz, Chiclayo",Lambayeque,90022
594,Fernanda Hernandez Palacios,Residential,Residential,Jr. Colonial 318,"Socabaya, Arequipa",Arequipa,25176
595,Gisela Mendoza Carrasco,Residential,Residential,Jr. Los Cedros 392,"El Tambo, Huancayo",Junin,60496
596,Rosario Castro Gomez,Residential,Residential,Calle Wilson 2227,"Centro, Ica",Ica,50189
597,Francisco Zarate Ramirez,Residential,Residential,Psje. Larco 1275,"Jesus, Cajamarca",Cajamarca,99532
598,Andres Ortiz Nunez,Residential,Residential,Jr. Las Orquideas 1111,"Santa Anita, Lima",Lima,56947
599,Alejandro Benavides Soto,Residential,Residential,Av. Independencia 1088,"Centro, Cajamarca",Cajamarca,99593
600,Maria Miranda Gonzalez,Residential,Residential,Calle Comandante Espinar 2824,"Jesus, Cajamarca",Cajamarca,16414
601,Clinica Angloamericana,Healthcare,Enterprise,Av. Libertad 1033,"Carabayllo, Lima",Lima,54596
602,Lorena Zarate Herrera,Residential,Residential,Calle Universitaria 1122,"Centro, Piura",Piura,64712
603,Roberto Arias Espinoza,Residential,Residential,Psje. Ica 587,"Centro, Ica",Ica,30056
604,Electrocentro,Energy,Enterprise,Calle Libertad 1336,"Belen, Iquitos",Loreto,59169
605,Sonesta,Hospitality,Enterprise,Psje. Las Palmeras 1949,"Villa Maria del Triunfo, Lima",Lima,21372
606,Lorena Garcia Herrera,Residential,Residential,Psje. Larco 2646,"La Esperanza, Trujillo",La Libertad,94319
607,UCSM Arequipa,Education,SMB,Jr. Ayacucho 2152,"Santa Rosa, Chiclayo",Lambayeque,17363
608,Veronica Gomez Ruiz,Residential,Residential,Prol. Ica 2032,"Florencia de Mora, Trujillo",La Libertad,55516
609,Gustavo Miranda Alvarez,Residential,Residential,Calle San Martin 672,"Florencia de Mora, Trujillo",La Libertad,55340
610,Javier Morales Sanchez,Residential,Residential,Jr. Cusco 1538,"La Perla, Callao",Callao,17550
611,Gonzalo Ruiz Sanchez,Residential,Residential,Psje. Independencia 999,"Breña, Lima",Lima,48649
612,Rosario Miranda Diaz,Residential,Residential,Av. Ica 2047,"Ate, Lima",Lima,64414
613,Gabriel Paredes Hernandez,Residential,Residential,Prol. Los Pinos 2014,"Punchana, Iquitos",Loreto,50230
614,Daniela Ruiz Garcia,Residential,Residential,Av. 28 de Julio 2643,"La Esperanza, Trujillo",La Libertad,55666
615,Veronica Diaz Perez,Residential,Residential,Av. 28 de Julio 2673,"San Sebastian, Cusco",Cusco,71224
616,Jessica Quispe Espinoza,Residential,Residential,Calle Benavides 2122,"Bellavista, Callao",Callao,22651
617,Patricia Rodriguez Gonzalez,Residential,Residential,Av. Grau 424,"La Victoria, Chiclayo",Lambayeque,11850
618,Alfredo Villegas Condori,Residential,Residential,Av. Los Eucaliptos 1775,"Yanahuara, Arequipa",Arequipa,60553
619,Alfredo Ortiz Cruz,Residential,Residential,Psje. Primavera 2986,"San Borja, Lima",Lima,62813
620,Francisco Gomez Garcia,Residential,Residential,Av. Los Eucaliptos 1023,"Carabayllo, Lima",Lima,90086
621,Gonzalo Zarate Quispe,Residential,Residential,Jr. Wilson 1302,"Moche, Trujillo",La Libertad,85526
622,Fernando Condori Mendoza,Residential,Residential,Av. Ayacucho 299,"Llacanora, Cajamarca",Cajamarca,54329
623,Ximena Aguilar Campos,Residential,Residential,Calle Tacna 1998,"Nuevo Chimbote, Chimbote",Ancash,28834
624,Fernando Salazar Herrera,Residential,Residential,Av. Grau 2671,"Saylla, Cusco",Cusco,24482
625,Banco Falabella,Banking,Enterprise,Psje. Los Cedros 2963,"Jesus, Cajamarca",Cajamarca,74471
626,Cesar Vargas Perez,Residential,Residential,Calle Ica 116,"Bellavista, Callao",Callao,75593
627,Cosapi,Construction,SMB,Av. Arequipa 3233,"La Esperanza, Trujillo",La Libertad,13779
628,Marisol Delgado Rivera,Residential,Residential,Av. Reducto 497,"Centro, Cajamarca",Cajamarca,74381
629,Jose Paredes Aguilar,Residential,Residential,Calle Reducto 250,"Llacanora, Cajamarca",Cajamarca,33543
630,UNSA,Education,Enterprise,Av. Huancavelica 3471,"Nuevo Chimbote, Chimbote",Ancash,65447
631,Natalia Herrera Vega,Residential,Residential,Jr. Las Begonias 402,"Banos del Inca, Cajamarca",Cajamarca,54117
632,Vanessa Ramos Medina,Residential,Residential,Prol. Santa Cruz 3282,"Banos del Inca, Cajamarca",Cajamarca,26850
633,Alberto Benavides Jimenez,Residential,Residential,Jr. El Polo 309,"Carmen de la Legua, Callao",Callao,83602
634,Primax,Energy,Enterprise,Psje. Los Pinos 2473,"Centro, Ica",Ica,59155
635,Hugo Carrasco Soto,Residential,Residential,Jr. Primavera 1306,"San Juan de Lurigancho, Lima",Lima,79586
636,Mariana Morales Sanchez,Residential,Residential,Prol. Los Jazmines 2981,"Nuevo Chimbote, Chimbote",Ancash,32224
637,Rosa Fernandez Delgado,Residential,Residential,Av. Grau 3155,"Centro, Ica",Ica,95430
638,Patricia Aguilar Rojas,Residential,Residential,Av. Arequipa 873,"Victor Larco Herrera, Trujillo",La Libertad,89041
639,MiBanco,Banking,Enterprise,Psje. Libertad 1979,"El Tambo, Huancayo",Junin,57608
640,La Curacao,Retail,SMB,Calle Libertad 1259,"Ventanilla, Callao",Callao,61229
641,Westin Lima,Hospitality,Enterprise,Av. San Martin 3290,"San Juan Bautista, Iquitos",Loreto,76817
642,Enrique Sanchez Condori,Residential,Residential,Prol. Huancavelica 2383,"Nuevo Chimbote, Chimbote",Ancash,48140
643,Cecilia Arias Reyes,Residential,Residential,Prol. San Martin 2077,"Los Aquijes, Ica",Ica,62425
644,Oscar Sanchez Vargas,Residential,Residential,Jr. Libertad 2749,"La Tinguina, Ica",Ica,41123
645,Javier Villegas Flores,Residential,Residential,Jr. Caminos del Inca 1103,"Pimentel, Chiclayo",Lambayeque,59245
646,Cesar Silva Soto,Residential,Residential,Calle Las Orquideas 2553,"La Perla, Callao",Callao,61351
647,Fernando Morales Reyes,Residential,Residential,Av. Bolognesi 283,"Jesus Maria, Lima",Lima,90927
648,Diego Espinoza Diaz,Residential,Residential,Av. Las Palmeras 903,"La Molina, Lima",Lima,78102
649,Jorge Caceres Garcia,Residential,Residential,Jr. Los Jazmines 1539,"Centro, Cajamarca",Cajamarca,65190
650,Cesar Alvarez Villegas,Residential,Residential,Psje. Independencia 1381,"La Perla, Callao",Callao,12164
651,Katherine Ponce Gonzalez,Residential,Residential,Av. Arequipa 2457,"Centro, Cajamarca",Cajamarca,69591
652,Jose Salazar Torres,Residential,Residential,Calle Los Jazmines 2593,"Catacaos, Piura",Piura,62755
653,Luz Rodriguez Delgado,Residential,Residential,Jr. El Polo 3370,"Centro, Callao",Callao,83969
654,Rocio Zarate Ruiz,Residential,Residential,Calle 28 de Julio 2130,"Jesus, Cajamarca",Cajamarca,96712
655,Repsol Peru,Energy,Enterprise,Av. Ica 1156,"Socabaya, Arequipa",Arequipa,47940
656,Jose Castro Perez,Residential,Residential,Psje. Las Gardenias 810,"Centro, Trujillo",La Libertad,58228
657,Lorena Martinez Castillo,Residential,Residential,Av. Colonial 1878,"San Sebastian, Cusco",Cusco,35684
658,Claudia Silva Valenzuela,Residential,Residential,Jr. Los Eucaliptos 491,"Centro, Ica",Ica,19240
659,Bitel,Telecommunications,Enterprise,Jr. Grau 3150,"San Jeronimo, Cusco",Cusco,46680
660,Arturo Soto Salazar,Residential,Residential,Psje. Ayacucho 1237,"La Victoria, Chiclayo",Lambayeque,99404
661,Lorena Paredes Mamani,Residential,Residential,Av. Huancavelica 2171,"Bellavista, Callao",Callao,30426
662,Javier Garcia Fernandez,Residential,Residential,Av. Puno 3028,"La Tinguina, Ica",Ica,43708
663,Andrea Mamani Carrasco,Residential,Residential,Psje. Larco 1228,"Santiago, Cusco",Cusco,77001
664,Gonzalo Gonzalez Valenzuela,Residential,Residential,Calle Arequipa 1311,"La Perla, Callao",Callao,96998
665,Diego Chavez Reyes,Residential,Residential,Prol. Caminos del Inca 1846,"Huanchaco, Trujillo",La Libertad,51502
666,Jose Delgado Rivera,Residential,Residential,Calle Tacna 2363,"Castilla, Piura",Piura,83816
667,Silvia Mendoza Cruz,Residential,Residential,Jr. Bolognesi 2633,"Centro, Chiclayo",Lambayeque,33649
668,Minsur,Mining,Enterprise,Psje. Huancavelica 158,"Llacanora, Cajamarca",Cajamarca,72640
669,Carla Zarate Rojas,Residential,Residential,Jr. Bolognesi 1905,"Jesus Maria, Lima",Lima,98563
670,Gisela Silva Alvarez,Residential,Residential,Prol. Los Cedros 2905,"Moche, Trujillo",La Libertad,59489
671,Interseguro,Insurance,SMB,Calle Abancay 2756,"La Esperanza, Trujillo",La Libertad,92136
672,Country Club Lima Hotel,Hospitality,Enterprise,Calle Larco 2683,"Santa, Chimbote",Ancash,55437
673,Silvia Sanchez Torres,Residential,Residential,Av. Ica 559,"Belen, Iquitos",Loreto,47537
674,Natalia Vasquez Hernandez,Residential,Residential,Psje. 28 de Julio 3488,"El Tambo, Huancayo",Junin,75753
675,Jimena Alvarez Nunez,Residential,Residential,Psje. Las Begonias 1047,"Huanchaco, Trujillo",La Libertad,66444
676,Diego Vargas Caceres,Residential,Residential,Jr. Emancipacion 2688,"Tambogrande, Piura",Piura,81195
677,Lorena Campos Quispe,Residential,Residential,Jr. Las Begonias 1196,"Paucarpata, Arequipa",Arequipa,28191
678,Gustavo Lopez Perez,Residential,Residential,Psje. Tacna 2812,"Mariano Melgar, Arequipa",Arequipa,96221
679,Sodimac,Retail,Enterprise,Av. Emancipacion 2637,"Saylla, Cusco",Cusco,41579
680,Daniela Rivera Carrasco,Residential,Residential,Jr. Brasil 378,"La Punta, Callao",Callao,79251
681,Universidad del Pacifico,Education,Enterprise,Psje. Arequipa 3399,"Ventanilla, Callao",Callao,96086
682,Francisco Paredes Diaz,Residential,Residential,Calle Arequipa 1930,"La Punta, Callao",Callao,95015
683,Pilar Mendoza Rivera,Residential,Residential,Prol. Los Alamos 1615,"Hunter, Arequipa",Arequipa,29645
684,Paris,Retail,SMB,Av. Emancipacion 1019,"Centro, Trujillo",La Libertad,35722
685,Gustavo Soto Campos,Residential,Residential,Prol. Las Gardenias 486,"Centro Historico, Cusco",Cusco,81557
686,Daniel Vargas Cordova,Residential,Residential,Av. Conquistadores 3058,"Centro, Cajamarca",Cajamarca,95904
687,Marco Ramirez Benavides,Residential,Residential,Av. Puno 283,"Ate, Lima",Lima,40944
688,Ivan Espinoza Rivera,Residential,Residential,Av. Cusco 628,"Victor Larco Herrera, Trujillo",La Libertad,36559
689,Mariela Ramos Martinez,Residential,Residential,Calle Cusco 2175,"Chilca, Huancayo",Junin,78226
690,Patricia Castillo Arias,Residential,Residential,Calle Colonial 1156,"Punchana, Iquitos",Loreto,62057
691,Ricardo Cruz Rivera,Residential,Residential,Jr. Independencia 1299,"Santa, Chimbote",Ancash,22849
692,Volcan,Mining,Enterprise,Av. Ayacucho 1405,"La Punta, Callao",Callao,65040
693,Pedro Torres Castro,Residential,Residential,Av. Las Orquideas 2906,"Moche, Trujillo",La Libertad,32739
694,Enrique Vasquez Ramirez,Residential,Residential,Av. Comandante Espinar 2875,"Centro, Ica",Ica,42927
695,Fernando Campos Diaz,Residential,Residential,Av. Las Gardenias 2009,"Belen, Iquitos",Loreto,27506
696,Ibis Lima,Hospitality,SMB,Av. Los Alamos 1041,"Tambogrande, Piura",Piura,20986
697,Milagros Aguilar Ponce,Residential,Residential,Av. Bolognesi 2824,"Saylla, Cusco",Cusco,97269
698,Vanessa Sanchez Campos,Residential,Residential,Calle El Polo 424,"San Sebastian, Cusco",Cusco,44130
699,Eduardo Rodriguez Silva,Residential,Residential,Prol. El Polo 1783,"Saylla, Cusco",Cusco,56291
700,Juan Sanchez Vasquez,Residential,Residential,Av. Universitaria 820,"Santiago, Cusco",Cusco,69857
701,Gonzalo Alvarez Herrera,Residential,Residential,Calle Brasil 775,"Huancan, Huancayo",Junin,40209
702,Pablo Fernandez Cruz,Residential,Residential,Prol. 28 de Julio 1750,"Belen, Iquitos",Loreto,92510
703,Carlos Mamani Alvarez,Residential,Residential,Jr. Cusco 999,"La Victoria, Chiclayo",Lambayeque,11872
704,Gonzalo Morales Herrera,Residential,Residential,Calle Las Gardenias 285,"Victor Larco Herrera, Trujillo",La Libertad,87041
705,David Morales Castro,Residential,Residential,Psje. Brasil 2189,"Banos del Inca, Cajamarca",Cajamarca,53444
706,Claudia Soto Ponce,Residential,Residential,Prol. Grau 2657,"Jesus, Cajamarca",Cajamarca,72544
707,Hugo Arias Jimenez,Residential,Residential,Prol. Emancipacion 535,"La Victoria, Chiclayo",Lambayeque,46695
708,Manuel Gonzalez Herrera,Residential,Residential,Jr. Los Alamos 2600,"La Victoria, Chiclayo",Lambayeque,74644
709,Hector Cordova Palacios,Residential,Residential,Calle Los Alamos 139,"La Punta, Callao",Callao,12128
710,Vanessa Rojas Ponce,Residential,Residential,Jr. 28 de Julio 3412,"Catacaos, Piura",Piura,70364
711,Swissotel Lima,Hospitality,SMB,Av. Primavera 1608,"Centro, Iquitos",Loreto,42243
712,EsSalud,Healthcare,SMB,Av. Ica 2607,"Centro, Ica",Ica,33148
713,Ivan Jimenez Zarate,Residential,Residential,Av. Reducto 1806,"Centro, Chimbote",Ancash,80861
714,Francisco Vega Paredes,Residential,Residential,Psje. Las Orquideas 319,"Santa Rosa, Chiclayo",Lambayeque,64225
715,Andres Garcia Ponce,Residential,Residential,Psje. Larco 3411,"San Miguel, Lima",Lima,52272
716,Rosa Morales Carrasco,Residential,Residential,Psje. Reducto 1252,"Centro, Ica",Ica,21652
717,UNMSM,Education,SMB,Prol. Ica 1155,"Centro, Cajamarca",Cajamarca,61930
718,Mariela Gonzalez Gomez,Residential,Residential,Av. Los Jazmines 2991,"Bellavista, Callao",Callao,46149
719,Ricardo Cordova Vargas,Residential,Residential,Psje. La Marina 3274,"Punchana, Iquitos",Loreto,43952
720,Vanessa Huaman Torres,Residential,Residential,Prol. Cusco 692,"La Tinguina, Ica",Ica,72232
721,Marisol Gonzalez Benavides,Residential,Residential,Calle Los Eucaliptos 927,"Santa Rosa, Chiclayo",Lambayeque,50422
722,Inkaterra,Hospitality,Enterprise,Psje. Las Orquideas 121,"Llacanora, Cajamarca",Cajamarca,57171
723,Mariana Ruiz Herrera,Residential,Residential,Psje. La Encalada 1514,"Centro, Trujillo",La Libertad,11614
724,Marco Rivera Mamani,Residential,Residential,Calle La Marina 1674,"Llacanora, Cajamarca",Cajamarca,92458
725,Oncosalud,Healthcare,Enterprise,Jr. Libertad 3418,"San Sebastian, Cusco",Cusco,85387
726,Flor Nunez Palacios,Residential,Residential,Calle Caminos del Inca 2906,"Florencia de Mora, Trujillo",La Libertad,12504
727,Cecilia Alvarez Gonzalez,Residential,Residential,Prol. Reducto 875,"Centro, Trujillo",La Libertad,31071
728,Oscar Ponce Ruiz,Residential,Residential,Calle Abancay 1031,"Parcona, Ica",Ica,51645
729,Carmen Espinoza Ramirez,Residential,Residential,Prol. Abancay 1666,"Victor Larco Herrera, Trujillo",La Libertad,92977
730,Hiraoka,Retail,SMB,Calle Los Alamos 1068,"Santiago, Cusco",Cusco,90349
731,Andres Campos Flores,Residential,Residential,Psje. La Encalada 3149,"Pimentel, Chiclayo",Lambayeque,30836
732,Claro Peru,Telecommunications,Enterprise,Calle Cusco 2977,"Florencia de Mora, Trujillo",La Libertad,36107
733,David Villegas Rivera,Residential,Residential,Av. Comandante Espinar 685,"Banos del Inca, Cajamarca",Cajamarca,20837
734,RENIEC,Government,Government,Calle Comandante Espinar 1009,"Belen, Iquitos",Loreto,42517
735,Miguel Condori Vera,Residential,Residential,Av. Las Orquideas 1205,"Punchana, Iquitos",Loreto,64888
736,David Diaz Espinoza,Residential,Residential,Av. La Encalada 2527,"Pilcomayo, Huancayo",Junin,91791
737,Ana Reyes Paredes,Residential,Residential,Av. 28 de Julio 360,"Santa, Chimbote",Ancash,60962
738,Ximena Castillo Villegas,Residential,Residential,Jr. Las Orquideas 3366,"La Esperanza, Trujillo",La Libertad,39834
739,Silvia Carrasco Sanchez,Residential,Residential,Av. Los Eucaliptos 1457,"Banos del Inca, Cajamarca",Cajamarca,28606
740,Jessica Hernandez Palacios,Residential,Residential,Av. Comandante Espinar 2218,"Subtanjalla, Ica",Ica,83032
741,Hugo Ramos Cruz,Residential,Residential,Psje. Los Jazmines 1888,"Centro, Cajamarca",Cajamarca,68889
742,HV Contratistas,Construction,Enterprise,Calle Wilson 2656,"Jose Leonardo Ortiz, Chiclayo",Lambayeque,85202
743,Milagros Rojas Vasquez,Residential,Residential,Prol. Las Begonias 2778,"La Tinguina, Ica",Ica,58164
744,Ivan Reyes Campos,Residential,Residential,Av. Reducto 333,"Subtanjalla, Ica",Ica,92274
745,Julio Vargas Morales,Residential,Residential,Av. Santa Cruz 881,"Tambogrande, Piura",Piura,34487
